id,created_at,author,location,retweet_count
99db34dda02233c1eb57b2319c89f8de260a132ee53ce5d98f1c65350950d831,2016-04-15 14:26:48,d8c702a33b718ade8d50343f6786f7e162d5db6dbd7985365fa9db86b7b89481,,15
b82828546e1c8acb6870aa7812200d294c8dfafd2360e50801f6a146914602d3,2016-04-15 14:18:45,585d9cf3c33cd550477986e5659afaa27a39d649877a04604a0bcb043ed4579c,,9
46ee463463c7381ec951d6979be73487c48cf1ce0fe9e909ff549461a762334a,2016-04-15 14:15:08,53dd1d3f11443f789d471129be251faeff807881eca3572887f3b35c3b5d604b,"Stockholm, Sweden",7
86fefab639943711cc8460b877e3308082ff5659393d19da58bb4ad78a12eabc,2016-04-15 14:15:08,d288e4d0c75571e22cb44547f9c476c8f1556c14a119892ed6125fa7616ad26e,Sweden,7
edf590ff67145a171a6ef30152313f480064c31decc849aefb34164c836cc1f1,2016-04-15 14:13:24,74ecd6e28482fabd228bdf849bbc7c56e25bd924f392517a2f721bae70069647,Linköping,11
6c3783f9adeade1a375704dcab493fc0cff05445fc2d1acce112c27b94b1576e,2016-04-15 14:08:55,5908a178ff59408f2b492d850f277b34217f4113fe9b2af6ffb58178586ef448,,47
e89fdfec1e2e4cf8e0bfe308135f799d7cc5c3d2f62433d186a9b6f57ff4fea6,2016-04-15 14:06:16,ed20407e1b2a7666ee407ea98e71849d28f9ed8cfa76047c0215a124ee2a86d7,Sweden,5
337b7650e2bb8f085b30438ed50a204e0392199eee1bd970f0a6cc8b903fe740,2016-04-15 14:03:50,7fafbb3fad7a522d1277ce8e5d83820e6bd427b64e15ce9a26238f99aa2acf0b,,47
84d41709aadfcc05335480df4fc0750174f62c870b18fec8a52aa98afb5dc22d,2016-04-15 13:48:00,91ec849468dd0687d5ea633eae3331b1adfd5e78d2de92c3aa31a1b9a8389e61,"Stockholm, föredrar dock Rio ",7
701af3f36441c93ca080bfd205e20c3e7a7530b471275ba5c204ac2f612a1c86,2016-04-15 13:47:13,f80668b1a8f446d5e0a5a1243e7c16a7e47295230ba25d990b23a9ca703e9036,,7
d817a62ed46a6be2990c9114c5159e6359a244cb5d4c40bd3cf770a9bf59ee45,2016-04-15 13:44:26,8b3fae082be6a35ddef52abf3b12949694437354f845cb2578a700fc8336876e,Södertälje,7
05768ea426bc06c9f0446fd1ab1129c1057fd9a8009cdc137c612b623893d16f,2016-04-15 13:43:21,90178dd1fe11c9f48716e795cf7993adba2536ee24fba80c9a6b99762a7ef7ed,Sweden,47
c58321a29b26cfd010c133330efdafd78a23731eee44b5764e0104d7d7064bf0,2016-04-15 13:36:03,2230375b4fa948556fdacc49521ac9cc6bfdfc76c5c0cf77283ebb23b28e3bf3,,47
d7cb5071470b7bde2b152d776e7db97353a859d225191310b0a3950a82677307,2016-04-15 13:31:54,11ffcd7ef49f5fde61a4234cf7b6a83651863ecad8c3ea1c7edc44d22f84ea62,Norrköping,7
c904c94b38c829d8870fc40dcb64f408c36ec568d3a4b2dac7c128f0044eada6,2016-04-15 13:30:07,048ab8d1bfbf2c1773bfe7873a401ba66bc2347264cd46d468e9c8b1338d5fb3,"Stockholm, Sweden",2
488987ad6469ace72e253779772630cd0f9c0f674ea88dc63ad8f63c3f02a3d0,2016-04-15 13:29:15,6060fc7b5cbaa256f80d2eed9d9bfe0803db7673c6e91546d1cf139df2641b6d,"Stockholm, Sweden",7
0521734a86160d36484022b9fce798e753f3f1d29d0721045b174d330724aa05,2016-04-15 13:27:51,fd937d09fc6b963b3097583be895aed570b0b788c10894db2c444f5b57b83fad,Sweden,2
517119f7cb276a4ad6133f13d56851defd685a231e89a4e9dd5eabd511918868,2016-04-15 13:21:44,a54ee187850c5bf98749a298fabd2241f0f35d31c8d5664d9390c20970290173,,1
a54688bcb95aff3ac06a8e6558617a9b8eeb17455ebeb64b41622be613dbe130,2016-04-15 13:09:54,38390adc7ab06ede06a5285332033ddaed2b542de8325dd770c1fee02cebdf7a,Lund.....Sverige.....Världen,15
3856bec20c60f46be4451ba211ca37afd2ffe3019d11094fcb01f0d78488be07,2016-04-15 13:08:43,fbd0d83a230861ffdcf613ce30d6ccdf2e10047be6178cd65e225d70b8b744aa,Sverige,0
a3b13059d9bac234aa94fe21009db09ea6840240f402f3368f9f8f26ffe5999d,2016-04-15 13:06:29,c0511a7f7267fbd9805db82d474c556c76e78162a3cb2970668b27b04089ca9f,Stockholm,2
150ab5746f8374186781cb42ec69633c76ab8020f417b0986da93bd190e16f5e,2016-04-15 13:04:12,a210e4050e816c622b7f6a4846aa81083bc524efef436b6273070da2c75f8b3b,Stockholm,15
9a7e9ee3b036f75b93744b6b8adfcaabe00a025ad88ba9234b14c200c3997d78,2016-04-15 12:59:48,85d88ca7a2191631b10414e6dd235fa1bcd3c1c4c0c600520d266f19be53e131,Stockholm,5
00e1bab0136f713a60b5d2fa983de790cf208b5a908c9cd9aeb9c988ec02ad7e,2016-04-15 12:59:07,563e591e33fed24bfc840f973df7c4f803223d9473883fd2031696d06a55c229,,5
3da7fad862897bdf6ae34c96e52552fa07f44164c97ad17890c4bf61ce53efd5,2016-04-15 12:56:40,aaced98c4a53b1ebd303eed1581e5a7310b5d61ad7fd079b429c567516e3b14a,Stockholm,0
27fd28b0dc709ee4d4fb7b7621f84ec3230ade835f164244d2dd5dfd05874a40,2016-04-15 12:17:20,8974b4b24d0c6aa87fcb2b49f1a0ea6c80dbe518041a7a8c0cfda122b8d2129e,Kalmar,2
9a8591ff7cc2537b3010c47a9f987ebd81d01c317bc54ba843458d037c565aa4,2016-04-15 12:05:01,790044d02b86b57a564d6b9b8e19bcf8c6dea27f0443d0b8d628a57d03108278,World ,47
ed6286c381f47f5e8f7bb37a8609fc4c7550add492abc432f60c423e3ef3ddef,2016-04-15 12:04:26,22352d8bf87195d1169898ea7b28877dea90a2661a2e11b6ce311baa5835c331,,47
595f3d5c87c6d165d6345ab7db9613cbf67b59a34a4be5d50abbfdbde8bcab6e,2016-04-15 11:52:58,fdd5eb04145f71819413095c57648a27ebcc56c3f27a74e40680c370a71b3553,,9
51ad88f5fb4c1fe68373742b719cc9a8feeb8ec4c1d4561acd73689e57538014,2016-04-15 11:52:56,24968aa256e91a357552840716bd56a66045604661a665c3a388049c208a132e,,11
c84024937c377c355e22368137d99346948c81ea6ccf5cc92b3f23fb5f94774d,2016-04-15 11:52:44,f80668b1a8f446d5e0a5a1243e7c16a7e47295230ba25d990b23a9ca703e9036,,10
39b5d3b2be54dc29b7153d11884612d32bfc0e87e976951f6166095c7490a3fc,2016-04-15 11:45:16,f473f8150fac8c6b7b922e408b5d30629aed56bb8e79d93e2e1c6760603a6ed6,Stockholm,10
7dc1ad8e8af756dbeff985a05e8234ed4233f92ec22b585095ee271feeb5d20e,2016-04-15 11:45:04,6c307438258381e0794b1cc5456f27da5a0edfbe7ffc826241bf7d668de658fb,Lysekil,11
